Epoch,Train Loss,Test Loss,Train Accuracy,Test Accuracy,Learning Rate
1,6.775890684127807,5.378615379333496,0.07037037037037037,0.36111111111111116,[9.999989033776898e-05]
2,5.646097914377848,5.14871209859848,0.26666666666666666,0.3888888888888889,[9.999956135155689e-05]
3,5.045510808626811,4.36720484495163,0.35185185185185186,0.5277777777777778,[9.999901304280687e-05]
4,4.2063324848810835,3.75895756483078,0.41111111111111126,0.5,[9.999824541392406e-05]
5,3.7012685457865397,3.442398726940155,0.4555555555555555,0.5,[9.999725846827563e-05]
6,3.0358036359151206,2.2087620571255684,0.4888888888888889,0.6388888888888888,[9.999605221019084e-05]
7,2.5767407496770223,2.610386550426483,0.4962962962962963,0.47222222222222215,[9.99946266449609e-05]
8,2.222421435515086,2.8586585223674774,0.5407407407407409,0.3888888888888889,[9.999298177883904e-05]
9,1.767824645837148,1.7808806896209717,0.5629629629629631,0.638888888888889,[9.999111761904047e-05]
10,1.6120811780293782,1.7053189873695374,0.6037037037037039,0.6388888888888888,[9.99890341737423e-05]
11,1.5981304407119752,1.4918523877859116,0.5259259259259259,0.611111111111111,[9.998673145208353e-05]
12,1.22732764283816,1.2576349675655365,0.6777777777777778,0.6388888888888888,[9.998420946416502e-05]
13,1.2526367008686066,1.1035915315151215,0.6111111111111112,0.6944444444444444,[9.998146822104945e-05]
14,1.2102641880512237,1.1917093098163605,0.562962962962963,0.5277777777777778,[9.997850773476127e-05]
15,1.088304348786672,1.2414301708340645,0.6037037037037035,0.611111111111111,[9.997532801828661e-05]
16,1.031130329767863,1.0875735729932785,0.6444444444444446,0.7222222222222222,[9.997192908557326e-05]
17,0.9516877472400666,1.2470181733369827,0.6407407407407407,0.638888888888889,[9.996831095153057e-05]
18,0.8977998912334442,1.0885783433914185,0.6740740740740743,0.611111111111111,[9.99644736320295e-05]
19,0.8401690204938252,1.0520543158054352,0.6962962962962964,0.5555555555555556,[9.996041714390239e-05]
20,0.8410843034585317,0.9546775296330452,0.6851851851851853,0.611111111111111,[9.995614150494297e-05]
21,0.8788648515939712,1.0890594571828842,0.6555555555555556,0.5555555555555555,[9.995164673390629e-05]
22,0.8644405404726664,1.0539706945419312,0.6444444444444445,0.4722222222222222,[9.994693285050861e-05]
23,0.7706253995498021,0.8078437633812428,0.6666666666666666,0.75,[9.994199987542734e-05]
24,0.6800600200891495,1.0408415421843529,0.7444444444444446,0.6388888888888888,[9.993684783030093e-05]
25,0.7575370212395985,1.0168103575706482,0.6962962962962966,0.6666666666666666,[9.993147673772875e-05]
26,0.798022472858429,0.9290422005578876,0.6740740740740743,0.75,[9.992588662127106e-05]
27,0.6857796460390091,1.3229491412639618,0.72962962962963,0.6388888888888888,[9.992007750544881e-05]
28,0.6802331442634265,0.7176174595952034,0.7444444444444449,0.6388888888888888,[9.991404941574365e-05]
29,0.6431717370947202,0.8011004030704498,0.7629629629629631,0.6388888888888888,[9.990780237859775e-05]
30,0.6645293866594633,0.842723935842514,0.7259259259259263,0.6111111111111112,[9.990133642141364e-05]
31,0.602159920334816,1.043228861875832,0.7333333333333335,0.6388888888888888,[9.989465157255417e-05]
32,0.6490198284387588,0.7626835871487856,0.7481481481481485,0.75,[9.98877478613424e-05]
33,0.6789619401097298,0.6584346145391464,0.7481481481481483,0.7777777777777778,[9.988062531806131e-05]
34,0.5309860502680143,0.7065447121858597,0.7851851851851855,0.6944444444444444,[9.987328397395394e-05]
35,0.5435537298520406,0.5350947305560112,0.777777777777778,0.8055555555555555,[9.986572386122296e-05]
36,0.5665676809847355,0.5332884001545608,0.7740740740740742,0.8333333333333333,[9.985794501303076e-05]
37,0.5416739550729592,0.722179364413023,0.7666666666666669,0.7222222222222222,[9.984994746349916e-05]
38,0.5296067431569099,0.7058509588241577,0.7814814814814818,0.7222222222222222,[9.984173124770931e-05]
39,0.441991913318634,0.656923696398735,0.8259259259259262,0.75,[9.983329640170157e-05]
40,0.6058427557349205,0.8456985130906105,0.7629629629629633,0.5833333333333334,[9.98246429624753e-05]
41,0.48964613378047944,0.6155636012554169,0.7888888888888893,0.75,[9.98157709679887e-05]
42,0.476409375667572,0.4524069845210761,0.8185185185185186,0.8055555555555556,[9.98066804571587e-05]
43,0.49071462055047355,0.6957423379644752,0.8222222222222225,0.75,[9.979737146986072e-05]
44,0.43473683496316273,0.5361181169282645,0.8407407407407409,0.8333333333333333,[9.978784404692855e-05]
45,0.49876531437039373,0.557785714045167,0.8407407407407411,0.8333333333333334,[9.977809823015408e-05]
46,0.4639498576521873,0.5171688953414559,0.8148148148148151,0.861111111111111,[9.976813406228727e-05]
47,0.4544603777428468,0.47621477115899324,0.8296296296296298,0.861111111111111,[9.975795158703584e-05]
48,0.44430289218823116,0.4832698223181069,0.8074074074074076,0.7777777777777778,[9.97475508490651e-05]
49,0.3631245456635952,0.478366205614293,0.8592592592592596,0.8055555555555556,[9.973693189399774e-05]
50,0.40452682251731553,0.5354551750933751,0.8555555555555558,0.75,[9.972609476841374e-05]
