Epoch,Train Loss,Test Loss,Train Accuracy,Test Accuracy,Learning Rate
1,0.7713837584408073,0.343624867608442,0.7495361781076085,0.9159663865546218,[9.888321481013109e-05]
2,0.5659191157039883,0.21060248201384263,0.7919758812615976,0.9663865546218489,[9.812691259878779e-05]
3,0.5124942374040747,0.286095960832694,0.8042671614100205,0.8865546218487395,[9.718067545051207e-05]
4,0.5250916347246278,0.1384192081990049,0.8025278293135452,0.9705882352941176,[9.60482377310333e-05]
5,0.4733003025584213,0.15173536659601858,0.8236317254174417,0.9831932773109244,[9.473406865466892e-05]
6,0.4380557875620661,0.11417656461708248,0.8319805194805215,0.9705882352941176,[9.324335464637657e-05]
7,0.384895797310905,0.12988012826398893,0.8579545454545471,0.9705882352941176,[9.158197887330453e-05]
8,0.3831179313869639,0.12144612610299031,0.8549397031539907,0.9705882352941176,[8.97564980266187e-05]
9,0.3569433092829082,0.11001370169277139,0.8632884972170698,0.9747899159663864,[8.7774116445238e-05]
10,0.28578350835709604,0.1018355623134138,0.8981910946196667,0.9789915966386554,[8.564265768360016e-05]
11,0.3048885569593252,0.0663754521348678,0.8850881261595556,0.9789915966386556,[8.337053363566659e-05]
12,0.29391582146311157,0.12744124901398798,0.8901901669758818,0.9579831932773109,[8.096671133701954e-05]
13,0.28114583371086166,0.1424335614668534,0.9013218923933218,0.9411764705882353,[7.844067757607016e-05]
14,0.2631389117473132,0.13300792346982396,0.89517625231911,0.9705882352941176,[7.580240145403743e-05]
15,0.2420529125548609,0.06032154083197169,0.9114100185528765,0.9873949579831932,[7.306229504146168e-05]
16,0.23023576526781664,0.06905681324903579,0.9109461966604828,0.9915966386554622,[7.02311722865176e-05]
17,0.20163135728556905,0.06763650775503587,0.9285714285714289,0.9873949579831932,[6.732020633730202e-05]
18,0.21482025144785014,0.08911211407907746,0.9276437847866423,0.9789915966386554,[6.434088544652289e-05]
19,0.21231009066558454,0.08023793385911952,0.9257884972170687,0.9789915966386554,[6.130496763261356e-05]
20,0.20507240352559497,0.07329132577733082,0.9267161410018553,0.9915966386554622,[5.8224434276206816e-05]
21,0.16276507821333194,0.06055202672038885,0.9407467532467534,0.9957983193277312,[5.511144283509844e-05]
22,0.182598573842098,0.1180319416727049,0.9336734693877551,0.9495798319327733,[5.197827886431598e-05]
23,0.16574097152908224,0.07386578137383741,0.945269016697588,0.9789915966386556,[4.883730753064572e-05]
24,0.14019464674502513,0.04392073004205218,0.9536178107606678,0.9957983193277312,[4.570092481296838e-05]
25,0.16467041677459712,0.07625851886319544,0.9415584415584412,0.9705882352941176,[4.258150858099371e-05]
26,0.14090371432460166,0.1053723354878671,0.9466604823747684,0.9579831932773111,[3.949136974546345e-05]
27,0.13998901999295482,0.057302427183672344,0.9531539888682745,0.9915966386554622,[3.644270367261142e-05]
28,0.11845759819669939,0.0510735747486572,0.9577922077922078,0.9789915966386556,[3.344754205462394e-05]
29,0.12231345888901526,0.04198858785607359,0.9550092764378479,0.9915966386554622,[3.051770542604824e-05]
30,0.1071177371656643,0.08341386681422591,0.9642857142857143,0.9663865546218489,[2.7664756513542137e-05]
31,0.11254920067897599,0.04531477964209283,0.9661410018552877,0.9831932773109244,[2.4899954603074922e-05]
32,0.10133274865348811,0.04387554956380935,0.9684601113172542,0.9915966386554622,[2.2234211104669452e-05]
33,0.10539910916462783,0.05195826159872334,0.9675324675324674,0.9915966386554622,[1.9678046490051545e-05]
34,0.09758329690228422,0.06182817610747674,0.9689239332096472,0.9747899159663864,[1.7241548773154485e-05]
35,0.11228737262510029,0.05338151835809078,0.9698515769944346,0.9831932773109244,[1.4934333697337003e-05]
36,0.11677980571289777,0.050772038812283427,0.9619666048237473,0.9873949579831932,[1.2765506786437047e-05]
37,0.09277463763160027,0.04731461956330082,0.9661410018552875,0.9831932773109244,[1.0743627409429185e-05]
38,0.08610203072191337,0.04290038949864752,0.9712430426716138,0.9915966386554622,[8.876675000505629e-06]
39,0.07855922757842965,0.05248464900068939,0.9758812615955469,0.9873949579831932,[7.172017567894971e-06]
40,0.07559159358316282,0.04930637020836858,0.9791280148423008,0.9915966386554622,[5.636382615699821e-06]
41,0.08087135532715164,0.059442765093134606,0.9763450834879402,0.9789915966386556,[4.275830593511621e-06]
42,0.08296293757709239,0.03605268545695307,0.9707792207792207,0.9957983193277312,[3.0957309785848743e-06]
43,0.054468451669536434,0.03830881685237674,0.9860853432282002,0.9915966386554622,[2.100741084963436e-06]
44,0.06729144165624998,0.04081830335780978,0.9791280148423007,0.9957983193277312,[1.294787683189799e-06]
45,0.08411911840840884,0.04401018852641916,0.9754174397031539,0.9873949579831932,[6.81051503135686e-07]
46,0.06985236575083154,0.0406763974837411,0.9755333951762525,0.9873949579831932,[2.619546811143676e-07]
47,0.06752001684024482,0.0378965782960329,0.9819109461966607,0.9957983193277312,[3.91512008152516e-08]
48,,,0.9707792207792202,0.24369747899159666,[1.3520365785835156e-08]
49,,,0.7155612244897942,0.24369747899159666,[1.8516332922238205e-07]
50,,,0.25463821892393346,0.24369747899159666,[5.534026947644047e-07]
