Epoch,Train Loss,Test Loss,Train Accuracy,Test Accuracy,Learning Rate
1,6.76896808942159,4.8604936599731445,0.055555555555555566,0.4444444444444444,[9.999989033776898e-05]
2,5.549630037943522,5.13509327173233,0.29629629629629634,0.4166666666666667,[9.999956135155689e-05]
3,5.02896823088328,4.06802773475647,0.3777777777777778,0.5277777777777778,[9.999901304280687e-05]
4,4.163627394040426,3.5966970920562744,0.4370370370370372,0.4444444444444445,[9.999824541392406e-05]
5,3.695729144414266,3.3655412793159485,0.47777777777777786,0.4722222222222222,[9.999725846827563e-05]
6,3.2156004190444945,3.0561214089393616,0.47777777777777786,0.5833333333333334,[9.999605221019084e-05]
7,2.614062476158142,2.909106731414795,0.5111111111111112,0.36111111111111105,[9.99946266449609e-05]
8,2.295868790149689,2.4459521770477295,0.5629629629629629,0.5,[9.999298177883904e-05]
9,1.7953044772148132,1.5377332866191864,0.5740740740740741,0.6666666666666666,[9.999111761904047e-05]
10,1.5739291032155356,1.3693065494298935,0.6037037037037039,0.5555555555555556,[9.99890341737423e-05]
11,1.4880789081255594,1.1319210305809975,0.5814814814814814,0.7777777777777778,[9.998673145208353e-05]
12,1.2098986824353537,1.1282539069652557,0.6444444444444445,0.8055555555555556,[9.998420946416502e-05]
13,1.2383120735486348,1.2488195896148682,0.5851851851851853,0.5,[9.998146822104945e-05]
14,1.0671217064062755,1.245784193277359,0.6296296296296299,0.5277777777777778,[9.997850773476127e-05]
15,0.9964033544063569,0.9995864033699036,0.6333333333333333,0.7777777777777778,[9.997532801828661e-05]
16,1.0026347796122232,0.84626429900527,0.6777777777777781,0.7777777777777778,[9.997192908557326e-05]
17,0.8970047374566396,1.4428262412548065,0.6851851851851852,0.49999999999999994,[9.996831095153057e-05]
18,0.8646606693665186,0.7474187053740025,0.688888888888889,0.75,[9.99644736320295e-05]
19,0.7811864192287127,0.9859296679496765,0.7,0.5833333333333334,[9.996041714390239e-05]
20,0.7648263841867446,0.830307450145483,0.7037037037037038,0.7222222222222222,[9.995614150494297e-05]
21,0.7483886837959289,1.186753273010254,0.7185185185185187,0.6666666666666666,[9.995164673390629e-05]
22,0.8362178981304169,1.377816841006279,0.7222222222222225,0.41666666666666663,[9.994693285050861e-05]
23,0.7263896365960439,1.0181978568434715,0.72962962962963,0.5833333333333334,[9.994199987542734e-05]
24,0.6223451738556226,1.121922254562378,0.7814814814814818,0.5833333333333334,[9.993684783030093e-05]
25,0.6959942291180293,1.1160808689892292,0.755555555555556,0.6388888888888888,[9.993147673772875e-05]
26,0.7326470563809077,0.6910501942038536,0.7259259259259263,0.7777777777777777,[9.992588662127106e-05]
27,0.5880870372056961,1.4392921328544617,0.7851851851851854,0.3888888888888889,[9.992007750544881e-05]
28,0.6338536247611046,0.6170670613646507,0.7851851851851855,0.6944444444444444,[9.991404941574365e-05]
29,0.5895246535539627,1.0412529855966568,0.7814814814814819,0.4722222222222222,[9.990780237859775e-05]
30,0.5851675306757291,1.163369134068489,0.8148148148148151,0.5833333333333334,[9.990133642141364e-05]
31,0.6087045684456825,0.7484931340441108,0.7629629629629632,0.6944444444444444,[9.989465157255417e-05]
32,0.5878301630417506,0.5809741728007793,0.7740740740740742,0.7777777777777778,[9.98877478613424e-05]
33,0.5629713594913482,0.5299678449518979,0.7703703703703706,0.7777777777777778,[9.988062531806131e-05]
34,0.45657528191804886,0.6484633088111877,0.8259259259259262,0.75,[9.987328397395394e-05]
35,0.5003767684102058,0.4385745991021395,0.7740740740740742,0.8055555555555556,[9.986572386122296e-05]
36,0.47070957471927005,0.5053228866308928,0.8222222222222225,0.8333333333333333,[9.985794501303076e-05]
37,0.5016669069727262,0.6017803526483476,0.7888888888888892,0.8055555555555556,[9.984994746349916e-05]
38,0.4984785074989001,0.4072892398107797,0.8148148148148151,0.861111111111111,[9.984173124770931e-05]
39,0.4072217146555583,0.5407275662291795,0.8407407407407409,0.8055555555555556,[9.983329640170157e-05]
40,0.5233364179730415,0.8758818581700325,0.7888888888888891,0.6666666666666666,[9.98246429624753e-05]
41,0.43752076650659244,0.5470379944890738,0.8481481481481484,0.8055555555555556,[9.98157709679887e-05]
42,0.39178959218164283,0.6899434253573418,0.8481481481481483,0.8055555555555556,[9.98066804571587e-05]
43,0.3940873374541601,0.705913171172142,0.8481481481481484,0.75,[9.979737146986072e-05]
44,0.3537342302501202,0.6013848839211278,0.8592592592592595,0.8333333333333334,[9.978784404692855e-05]
45,0.481909849991401,0.5875391284935176,0.8333333333333337,0.8611111111111112,[9.977809823015408e-05]
46,0.4260653307040532,0.5914657395333052,0.8370370370370374,0.7777777777777777,[9.976813406228727e-05]
47,0.458176218966643,0.4225122667849064,0.8370370370370372,0.861111111111111,[9.975795158703584e-05]
48,0.3913912758231163,0.41782207135111094,0.8481481481481484,0.9166666666666666,[9.97475508490651e-05]
49,0.3121938774983088,0.48131367191672325,0.8592592592592595,0.7777777777777777,[9.973693189399774e-05]
50,0.38565400391817095,0.7769495733082294,0.8481481481481483,0.75,[9.972609476841374e-05]
